> -280 contour -Z-280
270.40	14.51	-280.00
270.38	14.51	-280.00
270.36	14.52	-280.00
270.35	14.52	-280.00
270.34	14.52	-280.00
270.32	14.53	-280.00
270.30	14.53	-280.00
270.28	14.54	-280.00
270.26	14.54	-280.00
270.26	14.54	-280.00
270.24	14.55	-280.00
270.22	14.55	-280.00
270.20	14.56	-280.00
270.19	14.56	-280.00
270.18	14.56	-280.00
270.16	14.57	-280.00
270.14	14.58	-280.00
270.13	14.58	-280.00
270.12	14.58	-280.00
270.10	14.59	-280.00
270.08	14.60	-280.00
270.08	14.60	-280.00
270.06	14.61	-280.00
270.04	14.62	-280.00
270.03	14.62	-280.00
270.02	14.63	-280.00
270.00	14.64	-280.00
270.00	14.64	-280.00
269.98	14.65	-280.00
269.97	14.66	-280.00
269.96	14.66	-280.00
269.94	14.68	-280.00
269.94	14.68	-280.00
> -260 contour -Z-260
268.02	16.38	-260.00
268.02	16.38	-260.00
268.00	16.40	-260.00
268.00	16.41	-260.00
267.99	16.42	-260.00
267.98	16.44	-260.00
267.98	16.44	-260.00
267.96	16.46	-260.00
267.96	16.47	-260.00
267.95	16.48	-260.00
267.94	16.50	-260.00
267.94	16.50	-260.00
267.93	16.52	-260.00
267.92	16.54	-260.00
267.92	16.54	-260.00
267.91	16.56	-260.00
> -260 contour -Z-260
269.38	15.21	-260.00
269.37	15.22	-260.00
269.36	15.23	-260.00
269.36	15.24	-260.00
269.34	15.26	-260.00
269.34	15.26	-260.00
269.32	15.28	-260.00
269.32	15.28	-260.00
269.31	15.30	-260.00
269.30	15.31	-260.00
269.29	15.32	-260.00
269.28	15.33	-260.00
269.28	15.34	-260.00
269.26	15.36	-260.00
269.26	15.36	-260.00
> -260 contour -Z-260
270.78	14.37	-260.00
270.76	14.38	-260.00
270.74	14.38	-260.00
270.72	14.38	-260.00
270.72	14.38	-260.00
270.70	14.38	-260.00
270.68	14.38	-260.00
270.66	14.39	-260.00
270.64	14.39	-260.00
270.62	14.39	-260.00
270.60	14.39	-260.00
270.58	14.40	-260.00
270.56	14.40	-260.00
270.56	14.40	-260.00
270.54	14.40	-260.00
270.52	14.41	-260.00
270.50	14.41	-260.00
270.48	14.41	-260.00
270.46	14.42	-260.00
270.45	14.42	-260.00
270.44	14.42	-260.00
270.42	14.43	-260.00
270.40	14.43	-260.00
270.38	14.43	-260.00
270.36	14.44	-260.00
270.34	14.44	-260.00
270.34	14.44	-260.00
270.32	14.45	-260.00
270.30	14.45	-260.00
270.28	14.45	-260.00
270.26	14.46	-260.00
270.25	14.46	-260.00
270.24	14.46	-260.00
270.22	14.47	-260.00
270.20	14.47	-260.00
270.18	14.48	-260.00
270.18	14.48	-260.00
270.16	14.49	-260.00
270.14	14.49	-260.00
270.12	14.50	-260.00
270.12	14.50	-260.00
270.10	14.51	-260.00
270.08	14.51	-260.00
270.06	14.52	-260.00
270.06	14.52	-260.00
270.04	14.53	-260.00
270.02	14.54	-260.00
270.02	14.54	-260.00
270.00	14.55	-260.00
269.98	14.56	-260.00
269.98	14.56	-260.00
269.96	14.57	-260.00
269.95	14.58	-260.00
269.94	14.59	-260.00
269.92	14.60	-260.00
269.92	14.60	-260.00
269.90	14.62	-260.00
269.90	14.62	-260.00
269.88	14.63	-260.00
269.87	14.64	-260.00
269.86	14.65	-260.00
269.85	14.66	-260.00
269.84	14.67	-260.00
269.83	14.68	-260.00
269.82	14.69	-260.00
269.81	14.70	-260.00
269.80	14.71	-260.00
269.79	14.72	-260.00
269.78	14.73	-260.00
269.77	14.74	-260.00
269.76	14.75	-260.00
269.75	14.76	-260.00
269.74	14.77	-260.00
269.73	14.78	-260.00
269.72	14.80	-260.00
269.72	14.80	-260.00
> -240 contour -Z-240
268.22	15.98	-240.00
268.22	15.98	-240.00
268.20	15.99	-240.00
268.19	16.00	-240.00
268.18	16.01	-240.00
268.17	16.02	-240.00
268.16	16.02	-240.00
268.14	16.04	-240.00
268.14	16.04	-240.00
268.12	16.06	-240.00
268.12	16.06	-240.00
268.10	16.08	-240.00
268.09	16.08	-240.00
268.08	16.09	-240.00
268.07	16.10	-240.00
268.06	16.11	-240.00
268.05	16.12	-240.00
268.04	16.13	-240.00
268.03	16.14	-240.00
268.02	16.15	-240.00
268.01	16.16	-240.00
268.00	16.17	-240.00
267.99	16.18	-240.00
267.98	16.19	-240.00
267.97	16.20	-240.00
267.96	16.22	-240.00
267.96	16.22	-240.00
267.94	16.24	-240.00
267.94	16.24	-240.00
267.92	16.26	-240.00
267.92	16.26	-240.00
267.91	16.28	-240.00
267.90	16.29	-240.00
267.89	16.30	-240.00
267.88	16.31	-240.00
267.87	16.32	-240.00
267.86	16.34	-240.00
267.86	16.34	-240.00
267.84	16.36	-240.00
267.84	16.37	-240.00
267.83	16.38	-240.00
267.82	16.39	-240.00
267.82	16.40	-240.00
267.80	16.42	-240.00
267.80	16.42	-240.00
267.79	16.44	-240.00
267.78	16.46	-240.00
267.78	16.46	-240.00
267.77	16.48	-240.00
267.76	16.49	-240.00
267.76	16.50	-240.00
267.75	16.52	-240.00
267.74	16.54	-240.00
267.74	16.54	-240.00
267.73	16.56	-240.00
267.73	16.58	-240.00
267.72	16.60	-240.00
267.72	16.61	-240.00
267.72	16.62	-240.00
> -240 contour -Z-240
269.42	15.02	-240.00
269.40	15.04	-240.00
269.40	15.05	-240.00
269.39	15.06	-240.00
269.38	15.07	-240.00
269.37	15.08	-240.00
269.36	15.09	-240.00
269.35	15.10	-240.00
269.34	15.12	-240.00
269.34	15.12	-240.00
269.32	15.14	-240.00
269.32	15.14	-240.00
269.30	15.16	-240.00
269.30	15.16	-240.00
269.29	15.18	-240.00
269.28	15.19	-240.00
269.27	15.20	-240.00
269.26	15.21	-240.00
269.25	15.22	-240.00
269.24	15.24	-240.00
269.24	15.24	-240.00
269.22	15.26	-240.00
269.22	15.26	-240.00
269.20	15.28	-240.00
269.20	15.28	-240.00
269.18	15.30	-240.00
269.18	15.31	-240.00
269.17	15.32	-240.00
269.16	15.33	-240.00
269.15	15.34	-240.00
269.14	15.35	-240.00
269.13	15.36	-240.00
269.12	15.37	-240.00
269.11	15.38	-240.00
269.10	15.39	-240.00
269.09	15.40	-240.00
269.08	15.42	-240.00
269.08	15.42	-240.00
269.06	15.44	-240.00
269.06	15.44	-240.00
> -240 contour -Z-240
271.06	14.26	-240.00
271.05	14.26	-240.00
271.04	14.26	-240.00
271.02	14.27	-240.00
271.00	14.27	-240.00
270.98	14.27	-240.00
270.96	14.28	-240.00
270.94	14.28	-240.00
270.93	14.28	-240.00
270.92	14.28	-240.00
270.90	14.28	-240.00
270.88	14.29	-240.00
270.86	14.29	-240.00
270.84	14.29	-240.00
270.82	14.29	-240.00
270.80	14.30	-240.00
270.78	14.30	-240.00
270.78	14.30	-240.00
270.76	14.30	-240.00
270.74	14.30	-240.00
270.72	14.31	-240.00
270.70	14.31	-240.00
270.68	14.31	-240.00
270.66	14.31	-240.00
270.64	14.32	-240.00
270.62	14.32	-240.00
270.62	14.32	-240.00
270.60	14.32	-240.00
270.58	14.33	-240.00
270.56	14.33	-240.00
270.54	14.33	-240.00
270.52	14.34	-240.00
270.50	14.34	-240.00
270.50	14.34	-240.00
270.48	14.34	-240.00
270.46	14.35	-240.00
